,Species,Genus,Family,Molecule_type,Organism_Name,kingdom,phylum,class,order,family,genus,species,strain
k141_48887_GMOREA0172-DNA,Deep-sea thermophilic phage D6E,Unknown,Unknown,dsDNA,Deep-sea thermophilic phage D6E,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage BalMu-1,unclassified Bacillus phage BalMu-1 subspecies/strain
k141_48896_GMOREA0094-DNA,Gordonia phage Finkle,Unknown,Unknown,dsDNA,Gordonia phage Finkle,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Gordonia phage Finkle,unclassified Gordonia phage Finkle subspecies/strain
k141_48899_GMOREA0080-DNA,Kamchatkavirus AP45,Kamchatkavirus,Unknown,dsDNA,Aeribacillus phage AP45,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Kamchatkavirus,Kamchatkavirus AP45,Aeribacillus phage AP45
k141_48902_GMOREA0061-DNA,Bacillus phage vB_BanS_Skywalker,Unknown,Unknown,dsDNA,Bacillus phage vB_BanS_Skywalker,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage vB_BanS_Skywalker,unclassified Bacillus phage vB_BanS_Skywalker subspecies/strain
k141_48911_GMOREA0171-DNA,Yersinia phage P37,Peduovirus,Peduoviridae,dsDNA,Yersinia phage P37,Na,Na,Na,Na,Na,Na,Na,Na
k141_48929_GMOREA0080-DNA,Bacillus phage vB_BanS_Nate,Unknown,Unknown,dsDNA,Bacillus phage vB_BanS_Nate,Na,Na,Na,Na,Na,Na,Na,Na
k141_4892_GMOREA0109-DNA,Streptococcus phage EJ-1,Unknown,Unknown,dsDNA,Streptococcus phage EJ-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage T12,unclassified Streptococcus phage T12 subspecies/strain
k141_48934_GMOREA0172-DNA,Yongloolinvirus CDMH1,Yongloolinvirus,Unknown,dsDNA,Clostridium phage CDMH1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phietavirus,Phietavirus StauST3985,Staphylococcus phage StauST398-5
k141_48964_GMOREA0029,Streptomyces phage Chymera,Unknown,Unknown,dsDNA,Streptomyces phage Chymera,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptomyces phage Chymera,unclassified Streptomyces phage Chymera subspecies/strain
k141_48969_GMOREA0134-DNA,Clostridium phage phiCT453B,Unknown,Unknown,dsDNA,Clostridium phage phiCT453B,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453B,unclassified Clostridium phage phiCT453B subspecies/strain
k141_49000_GMOREA0097-DNA,Shapirovirus cbk,Shapirovirus,Unknown,dsDNA,Caulobacter phage phiCbK,Na,Na,Na,Na,Na,Na,Na,Na
k141_49023_GMOREA0044-DNA,Phitrevirus phi3,Phitrevirus,Peduoviridae,dsDNA,Pseudomonas phage phi3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Phitrevirus,Phitrevirus phi3,Pseudomonas phage phi3
k141_49023_GMOREA0172-DNA,Riemerella phage RAP44,Unknown,Unknown,dsDNA,Riemerella phage RAP44,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Andromedavirus,Andromedavirus riggi,Bacillus phage Riggi
k141_49038_GMOREA0012,Yongloolinvirus CDMH1,Yongloolinvirus,Unknown,dsDNA,Clostridium phage CDMH1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Wanderervirus wanderer,Paenibacillus phage Wanderer
k141_49040_GMOREA0097-DNA,Oshimavirus P2345,Oshimavirus,Unknown,dsDNA,Thermus phage P23-45,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Straboviridae,Pseudotevenvirus,Pseudotevenvirus lw1,Escherichia phage Lw1
k141_49076_GMOREA0029,Lentavirus PMBT5,Leicestervirus,Unknown,dsDNA,Eggerthella phage PMBT5,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lentavirus,Lentavirus PMBT5,Eggerthella phage PMBT5
k141_49085_GMOREA0067-DNA,Plasmavirus L2,Plasmavirus,Plasmaviridae,dsDNA,Plasmavirus L2,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Plasmaviridae,Plasmavirus,Plasmavirus L2,unclassified Plasmavirus L2 subspecies/strain
k141_49087_GMOREA0171-DNA,Carmenvirus Wes44,Carmenvirus,Unknown,dsDNA,Bacillus phage Wes44,Na,Na,Na,Na,Na,Na,Na,Na
k141_490_GMOREA0010,Popoffvirus pv56,Popoffvirus,Unknown,dsDNA,Aeromonas phage vB_AsaM-56,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Kunmingvirus,Kunmingvirus kv2D05,Aeromonas phage 2_D05
k141_49100_GMOREA0134-DNA,Geobacillus virus E3,Unknown,Unknown,dsDNA,Geobacillus virus E3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Geobacillus virus E3,unclassified Geobacillus virus E3 subspecies/strain
k141_49121_GMOREA0036,Clostridium phage phiCT453A,Unknown,Unknown,dsDNA,Clostridium phage phiCT453A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453A,unclassified Clostridium phage phiCT453A subspecies/strain
k141_49133_GMOREA0097-DNA,Silviavirus stau2,Silviavirus,Herelleviridae,dsDNA,Staphylococcus phage Stau2,Na,Na,Na,Na,Na,Na,Na,Na
k141_49143_GMOREA0036,Lactobacillus prophage Lj965,Unknown,Unknown,dsDNA,Lactobacillus prophage Lj965,Na,Na,Na,Na,Na,Na,Na,Na
k141_49143_GMOREA0115-DNA,Lughvirus lugh,Lughvirus,Unknown,dsDNA,Faecalibacterium phage FP_Lugh,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lughvirus,Lughvirus lugh,Faecalibacterium phage FP_Lugh
k141_49159_GMOREA0173-DNA,Beceayunavirus BceA1,Beceayunavirus,Unknown,dsDNA,Bacillus phage BceA1,Na,Na,Na,Na,Na,Na,Na,Na
k141_49178_GMOREA0052-DNA,Phabquatrovirus PHB04,Phabquatrovirus,Unknown,dsDNA,Bordetella phage vB_BbrM_PHB04,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phabquatrovirus,Phabquatrovirus PHB04,Bordetella phage vB_BbrM_PHB04
k141_49180_GMOREA0041-DNA,Clostridium phage phiCT19406C,Unknown,Unknown,dsDNA,Clostridium phage phiCT19406C,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT19406C,unclassified Clostridium phage phiCT19406C subspecies/strain
k141_49199_GMOREA0004,Oengusvirus oengus,Oengusvirus,Unknown,dsDNA,Faecalibacterium phage FP_oengus,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Oengusvirus,Oengusvirus oengus,Faecalibacterium phage FP_oengus
k141_49199_GMOREA0103-DNA,Okubovirus SPO1,Okubovirus,Herelleviridae,dsDNA,Bacillus phage SPO1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Okubovirus,Okubovirus SPO1,Bacillus phage SPO1
k141_49202_GMOREA0029,Pulverervirus PFR1,Pulverervirus,Unknown,dsDNA,Propionibacterium phage PFR1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Attisvirus,Gordonia phage Sahara,unclassified Gordonia phage Sahara subspecies/strain
k141_49213_GMOREA0168-DNA,Immutovirus immuto,Immutovirus,Unknown,dsDNA,Flavobacterium phage vB_FspM_immuto_2-6A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Immutovirus,Immutovirus immuto,Flavobacterium phage vB_FspM_immuto_2-6A
k141_49222_GMOREA0178-DNA,Clostridium phage phiCP39-O,Unknown,Unknown,dsDNA,Clostridium phage phiCP39-O,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCP39-O,unclassified Clostridium phage phiCP39-O subspecies/strain
k141_49246_GMOREA0109-DNA,Dragolirvirus dragolir,Unknown,Unknown,dsDNA,Paenibacillus phage Dragolir,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Dragolirvirus dragolir,Paenibacillus phage Dragolir
k141_49263_GMOREA0080-DNA,Punavirus P1,Punavirus,Unknown,dsDNA,Enterobacteria phage P7,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lilyvirus,Lilyvirus lily,Bacteriophage Lily
k141_49292_GMOREA0142-DNA,Pacmanvirus A23,Unknown,Unknown,unknown,Pacmanvirus A23,Na,Na,Na,Na,Na,Na,Na,Na
k141_49325_GMOREA0115-DNA,Kehishuvirus splanchnicus,Unknown,Unknown,dsDNA,uncultured phage cr112_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Kehishuvirus splanchnicus,uncultured phage cr112_1
k141_4932_GMOREA0124-DNA,Wanderervirus wanderer,Wanderervirus,Unknown,dsDNA,Paenibacillus phage Wanderer,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Wanderervirus,Wanderervirus wanderer,Paenibacillus phage Wanderer
k141_49342_GMOREA0010,Brevibacillus phage Sundance,Unknown,Unknown,dsDNA,Brevibacillus phage Sundance,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Brevibacillus phage Sundance,unclassified Brevibacillus phage Sundance subspecies/strain
k141_49363_GMOREA0012,Dragolirvirus dragolir,Dragolirvirus,Unknown,dsDNA,Paenibacillus phage Dragolir,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Dragolirvirus,Dragolirvirus dragolir,Paenibacillus phage Dragolir
k141_49403_GMOREA0029,Samwavirus adelaide,Samwavirus,Unknown,dsDNA,Corynebacterium phage Adelaide,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus adelaide,Corynebacterium phage Adelaide
k141_49406_GMOREA0109-DNA,Arawnvirus arawn,Arawnvirus,Unknown,dsDNA,Butyrivibrio phage Arawn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Arawnvirus,Arawnvirus arawn,Butyrivibrio phage Arawn
k141_49411_GMOREA0004,Yongloolinvirus MMP01,Yongloolinvirus,Unknown,dsDNA,Clostridium phage phiMMP01,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Yongloolinvirus,Yongloolinvirus MMP01,Clostridium phage phiMMP01
k141_49420_GMOREA0094-DNA,Streptococcus phage phiNJ2,Unknown,Unknown,dsDNA,Streptococcus phage phiNJ2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage phiNJ2,unclassified Streptococcus phage phiNJ2 subspecies/strain
k141_49428_GMOREA0120-DNA,Labanvirus laban,Labanvirus,Duneviridae,dsDNA,Flavobacterium phage vB_FspS_laban6-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Duneviridae,Labanvirus,Labanvirus laban,Flavobacterium phage vB_FspS_laban6-1
k141_49436_GMOREA0080-DNA,Bacelvirus phi46tres,Bacelvirus,Pachyviridae,dsDNA,Cellulophaga phage phi46:3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Pachyviridae,Bacelvirus,Bacelvirus phi46tres,Cellulophaga phage phi46:3
k141_49456_GMOREA0061-DNA,Anatolevirus anatole,Anatolevirus,Unknown,dsDNA,Propionibacterium phage Anatole,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Anatolevirus,Anatolevirus anatole,Propionibacterium phage Anatole
k141_4950_GMOREA0120-DNA,Streptococcus phage phiARI0131-1,Unknown,Unknown,dsDNA,Streptococcus phage phiARI0131-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage phiARI0131-1,unclassified Streptococcus phage phiARI0131-1 subspecies/strain
k141_49525_GMOREA0044-DNA,Enterococcus phage EFC-1,Unknown,Unknown,dsDNA,Enterococcus phage EFC-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Enterococcus phage EFC-1,unclassified Enterococcus phage EFC-1 subspecies/strain
k141_49548_GMOREA0109-DNA,Myohalovirus phiCh1,Myohalovirus,Unknown,dsDNA,Natrialba phage PhiCh1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Myohalovirus,Myohalovirus phiCh1,Natrialba phage PhiCh1
k141_4954_GMOREA0052-DNA,Clostridium phage phi3626,Unknown,Unknown,dsDNA,Clostridium phage phi3626,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phi3626,unclassified Clostridium phage phi3626 subspecies/strain
k141_49553_GMOREA0012,Micromonas pusilla virus 12T,Prasinovirus,Phycodnaviridae,dsDNA,Micromonas pusilla virus 12T,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Brochothrix phage NF5,unclassified Brochothrix phage NF5 subspecies/strain
k141_49563_GMOREA0178-DNA,Phabquatrovirus PHB04,Phabquatrovirus,Unknown,dsDNA,Bordetella phage vB_BbrM_PHB04,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phabquatrovirus,Phabquatrovirus PHB04,Bordetella phage vB_BbrM_PHB04
k141_49574_GMOREA0117-DNA,Sinorhizobium phage PBC5,Unknown,Unknown,dsDNA,Sinorhizobium phage PBC5,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Sinorhizobium phage PBC5,unclassified Sinorhizobium phage PBC5 subspecies/strain
k141_49576_GMOREA0115-DNA,Burkholderia phage Magia,Unknown,Unknown,dsDNA,Burkholderia phage Magia,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Burkholderia phage Magia,unclassified Burkholderia phage Magia subspecies/strain
k141_495_GMOREA0103-DNA,Tandoganvirus A403,Unknown,Unknown,dsDNA,Anoxybacillus phage A403,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Tandoganvirus A403,Anoxybacillus phage A403
k141_49657_GMOREA0120-DNA,Clostridium phage phi3626,Unknown,Unknown,dsDNA,Clostridium phage phi3626,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phi3626,unclassified Clostridium phage phi3626 subspecies/strain
k141_49663_GMOREA0172-DNA,Aurodevirus hiberniae,Aurodevirus,Suoliviridae,dsDNA,uncultured phage cr23_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus hiberniae,uncultured phage cr23_1
k141_49671_GMOREA0172-DNA,Vibrio phage VvAW1,Unknown,Unknown,dsDNA,Vibrio phage VvAW1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,unclassified Puniceispirillum phage HMO-2011 subspecies/strain
k141_49687_GMOREA0067-DNA,Bacillus phage phBC6A51,Unknown,Unknown,dsDNA,Bacillus phage phBC6A51,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage phBC6A51,unclassified Bacillus phage phBC6A51 subspecies/strain
k141_49689_GMOREA0044-DNA,Fibralongavirus QT1,Fibralongavirus,Unknown,dsDNA,Staphylococcus phage vB_SpsS_QT1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Fibralongavirus,Fibralongavirus QT1,Staphylococcus phage vB_SpsS_QT1
k141_49699_GMOREA0023,Taranisvirus taranis,Unknown,Unknown,dsDNA,Faecalibacterium phage FP_Taranis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Taranisvirus,Taranisvirus taranis,Faecalibacterium phage FP_Taranis
k141_49702_GMOREA0050-DNA,Punavirus P1,Punavirus,Unknown,dsDNA,Escherichia phage P1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Punavirus,Punavirus SJ46,Salmonella phage SJ46
k141_49704_GMOREA0173-DNA,Clostridium phage PhiS63,Unknown,Unknown,dsDNA,Clostridium phage PhiS63,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage PhiS63,unclassified Clostridium phage PhiS63 subspecies/strain
k141_49705_GMOREA0094-DNA,Uetakevirus phiV10,Uetakevirus,Unknown,dsDNA,Escherichia phage phiV10,Na,Na,Na,Na,Na,Na,Na,Na
k141_49709_GMOREA0080-DNA,Clostridium phage phiCT19406C,Unknown,Unknown,dsDNA,Clostridium phage phiCT19406C,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT19406C,unclassified Clostridium phage phiCT19406C subspecies/strain
k141_49710_GMOREA0119-DNA,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_49714_GMOREA0124-DNA,Sandinevirus BK5T,Sandinevirus,Unknown,dsDNA,Lactococcus phage BK5-T,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Sandinevirus,Sandinevirus BK5T,Lactococcus phage BK5-T
k141_4971_GMOREA0048-DNA,Lubbockvirus CDHM19,Lubbockvirus,Unknown,dsDNA,Clostridium phage phiCDHM19,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lubbockvirus,Lubbockvirus CDHM19,Clostridium phage phiCDHM19
k141_49722_GMOREA0050-DNA,Pushchinovirus B83,Pushchinovirus,Unknown,dsDNA,Bacillus phage vB_BtS_B83,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Pushchinovirus,Pushchinovirus B83,Bacillus phage vB_BtS_B83
k141_49722_GMOREA0097-DNA,Phitrevirus phi3,Phitrevirus,Peduoviridae,dsDNA,Pseudomonas phage phi3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Phitrevirus,Phitrevirus phi3,Pseudomonas phage phi3
k141_49723_GMOREA0050-DNA,Buchavirus hiberniae,Buchavirus,Suoliviridae,dsDNA,uncultured phage cr16_1,Na,Na,Na,Na,Na,Na,Na,Na
k141_49723_GMOREA0109-DNA,Streptococcus phage EJ-1,Unknown,Unknown,dsDNA,Streptococcus phage EJ-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Streptococcus phage EJ-1,unclassified Streptococcus phage EJ-1 subspecies/strain
k141_49729_GMOREA0011,Clostridium phage CI55P1,Unknown,Unknown,dsDNA,Clostridium phage CI55P1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Glutamicibacter phage Voltaire,unclassified Glutamicibacter phage Voltaire subspecies/strain
k141_49733_GMOREA0080-DNA,Lilyvirus lily,Lilyvirus,Unknown,dsDNA,Bacteriophage Lily,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lilyvirus,Lilyvirus lily,Bacteriophage Lily
k141_49740_GMOREA0178-DNA,Immutovirus immuto,Immutovirus,Unknown,dsDNA,Flavobacterium phage vB_FspM_immuto_2-6A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Immutovirus,Immutovirus immuto,Flavobacterium phage vB_FspM_immuto_2-6A
